Gene,log2FoldChange,pvalue,padj
FMNL3,3.25051776650608,4.64223860376355e-20,1.21719177136481e-19
IGHV1-58,3.24921225756782,0.00272583108174913,0.00315352648481573
IGHD1-26,3.24873699304712,0.0313648246238438,0.0344171062147548
MOB3B,3.24852425097598,2.32756502345348e-20,6.19991815983517e-20
MERTK,3.24595100893898,3.3863298947386e-28,1.44314816221576e-27
HPSE,3.24556574492445,9.85821754537167e-26,3.58814734367848e-25
IGLV1-36,3.24486817714455,7.28727170405507e-05,9.06333520739184e-05
COPA,3.24386809813977,3.96305761758648e-32,2.17830709658215e-31
HEXIM2,3.24280316108249,1.98581334857465e-22,5.96438851056808e-22
GTF2H5,3.2420372288227,1.76924100978813e-20,4.74646881659659e-20
IFI35,3.24149836715584,1.31222790394485e-30,6.53765587646138e-30
PEX14,3.24080637349253,1.23226606824907e-30,6.14671023535089e-30
DHRS1,3.23821440108787,1.00162028198667e-26,3.87063954777853e-26
WTIP,3.23816479182723,3.35969375306679e-21,9.40011557883049e-21
LDHD,3.23784982847326,3.0280257207609e-20,8.00774812238708e-20
HUNK,3.23550337806151,4.41756661538909e-21,1.22699595312971e-20
FAAP24,3.23543737138624,8.57911454109035e-15,1.71690634020791e-14
LARGE1,3.23396325231528,1.50769925238249e-31,8.00724730557661e-31
KMO,3.23174048443446,1.53651835008984e-13,2.88233605264986e-13
CAMK4,3.2279301083492,1.0870399508833e-12,1.95479312396533e-12
MLYCD,3.22777819744308,3.10350105893559e-27,1.2366581298865e-26
CPA3,3.22552943871808,3.10467117194573e-09,4.72303432382617e-09
LEF1,3.22427147547668,5.15673562845867e-18,1.21451824261892e-17
DOCK6,3.22386292657874,2.13967231577471e-26,8.1087912761727e-26
NFATC1,3.22182436879465,1.60473410988041e-30,7.94690562443421e-30
TNFSF4,3.22079779636333,1.44545739597367e-11,2.46771093183505e-11
FOXP4,3.21992029273877,5.94089164897262e-32,3.23096701483714e-31
IYD,3.21864761404718,1.22849446848299e-13,2.31951375173843e-13
H3C14,3.21846171018336,8.98095170095928e-15,1.79575449860683e-14
IGHV7-40,3.21844142586227,0.030876974530646,0.0338890011883771
LILRA5,3.21827927413195,6.99085325693875e-15,1.40355294753138e-14
IFNLR1,3.21658652602731,4.33852859274263e-21,1.20601845282811e-20
TM6SF1,3.21588487739671,5.38816727261351e-11,8.91865932694125e-11
FCMR,3.21466462182849,1.84749569624853e-12,3.28842740957455e-12
DPP9,3.21083775405678,8.41010740125009e-34,5.18807217871553e-33
GLIPR1L2,3.20962967933927,5.84181743510295e-16,1.24005441504952e-15
H3C10,3.20741876251912,6.87408193256491e-09,1.02864067620229e-08
HLA-J,3.20716189590414,2.44287615586257e-20,6.49615227661349e-20
ABT1,3.20473890573731,1.63471761113801e-28,7.10931338548745e-28
HTN3,3.20371652981106,6.16221803530348e-09,9.24467329924898e-09
CPLANE2,3.20156124538154,6.3214038261584e-19,1.56297695898571e-18
CCDC149,3.20130900998725,2.10427923618038e-28,9.07478680019929e-28
MCF2L2,3.20088191848135,1.34196525915407e-16,2.93635967114529e-16
DHRS4L2,3.20007257841919,8.10327901865603e-22,2.35419053819395e-21
CD27,3.19609689156519,1.18309011245799e-11,2.02920984154085e-11
NOC3L,3.19513049881804,1.02082861085556e-27,4.20685941432996e-27
THUMPD2,3.19164442588382,1.56017264714838e-16,3.40189634884672e-16
CDC42EP5,3.19097701753735,5.40166579366338e-14,1.03912332631674e-13
INMT-MINDY4,3.19077058679326,1.4684552568125e-19,3.76170688206842e-19
IGKV2D-29,3.19039471096554,8.70523646445527e-05,0.000107904077258871
AQP6,3.18791774460147,7.45479710658205e-09,1.11384011598997e-08
HARBI1,3.18550351741149,1.16938355773332e-15,2.44102448808026e-15
MYPOP,3.18478582267223,1.3154490936874e-12,2.35627917390264e-12
INTS9,3.18390539540151,7.17498642643758e-22,2.08980482639673e-21
CYB561D1,3.18389651792045,1.09674306203665e-27,4.50978120179981e-27
LBHD1,3.18120277209408,6.33869811769103e-23,1.95660053824622e-22
MTARC2,3.18097033185928,2.6497052760541e-19,6.70102852835631e-19
ARSK,3.17864828514197,1.48072178443127e-11,2.52603092754792e-11
IGKV3D-20,3.17849386926799,0.00126527510701994,0.00149007788713873
AASS,3.17787746749054,1.31207322384322e-24,4.46851057768129e-24
ING5,3.17768718332903,7.45479230590639e-38,6.13323387755501e-37
THEM6,3.17717166725488,1.09601065681058e-24,3.75252044888729e-24
FOXJ2,3.17602958956615,2.95640293350303e-28,1.26489837659597e-27
JSRP1,3.17554109014357,1.54377618418313e-11,2.63054864932644e-11
H3C15,3.17355979012136,2.69035668297683e-14,5.25296540858739e-14
DTWD1,3.17261114967562,3.46009304839298e-27,1.37290787538412e-26
MAPKBP1,3.17179510431323,2.34463565885713e-34,1.50098940982336e-33
JAG2,3.16925369018321,5.27350074635751e-21,1.45922617697396e-20
CACTIN,3.16508835476152,1.40574630748867e-23,4.50806034878178e-23
FOXL2NB,3.16361580150296,2.48542208145404e-11,4.18557837816028e-11
DOK4,3.16301024225387,5.58352670542443e-28,2.34063622376058e-27
KIF21B,3.16286880686778,4.61834515930607e-17,1.0353958932078e-16
CC2D1B,3.16182265344023,7.47893771587728e-38,6.15064255029093e-37
IGHD3-10,3.16059647023454,0.0202099737139431,0.0224118893513992
PDLIM2,3.16029631434147,1.43073372448415e-21,4.09596240384907e-21
CCDC163,3.15994450978465,1.7403102587521e-09,2.67953151274679e-09
NOTCH3,3.15965526953704,5.71142495097898e-25,1.98473925881227e-24
HDX,3.15926809624015,4.67976593015704e-13,8.58026503445756e-13
TIAM2,3.15879123672287,7.89439247988914e-14,1.50571594739558e-13
HIP1,3.15620792990063,1.47114240882107e-23,4.70971325005794e-23
IGKJ1,3.15579856244714,0.0341648732206132,0.0374258509634081
TMCC3,3.15576673001247,3.20941020067528e-18,7.64535841166877e-18
LFNG,3.15435928563139,3.74042038563496e-23,1.1694703348682e-22
FMC1-LUC7L2,3.15201231109837,5.1946148956128e-18,1.2231599207283e-17
MROH9,3.15015889179403,3.15098087944805e-21,8.83295102701174e-21
DET1,3.14852230499213,3.02555479807872e-18,7.21990668310202e-18
HERC5,3.14792899016746,3.60310796620788e-20,9.48717116715856e-20
TNS1,3.14718348624863,1.09701299445534e-36,8.2600748168035e-36
CRABP2,3.14589614385425,8.10548668354268e-11,1.33095114911257e-10
KCNMB3,3.14065777242228,5.18092239333824e-14,9.98150025485468e-14
ACAP3,3.14044541099006,3.33419704216967e-27,1.32422967545281e-26
PEX5,3.14018939174169,2.43393877170689e-24,8.16904083348543e-24
NCR3LG1,3.13955621813436,3.67787496186506e-19,9.23098222336527e-19
LILRA2,3.13843206647549,7.52749525711951e-15,1.50923532644203e-14
TMCO4,3.13837350296326,3.10778734545806e-37,2.42973537395755e-36
CAMK2N1,3.13830025649832,3.62180729805411e-10,5.76784571329721e-10
ALS2CL,3.13825641521408,3.85958444223779e-33,2.27565252130912e-32
FOXA3,3.13769013431954,3.46692501442311e-10,5.52417992281928e-10
CD3D,3.13561485483995,2.37371842428636e-10,3.81056442443102e-10
KCNN4,3.13407634971323,1.78909274662517e-10,2.88712985063647e-10
ARC,3.13362721486371,1.88867921651354e-10,3.04449769478838e-10
MMP25,3.13330742390434,5.95125785770646e-15,1.19904022617712e-14
NEGR1,3.13316502998943,7.32689220615719e-15,1.46987346712479e-14
GTF2H2C,3.13008084428084,1.10162608261594e-26,4.24753863521823e-26
CDKL3,3.12909646745357,2.80317903135369e-21,7.8888975086761e-21
HELZ2,3.1272646089711,2.6680221777872e-27,1.06892113739001e-26
PDF,3.1260183068286,6.61324389662498e-14,1.26628346049234e-13
CLCN7,3.12463140509914,3.06051407143741e-31,1.58895288270368e-30
HELQ,3.12359246800662,2.96861254465785e-26,1.11639990931903e-25
MSL3P1,3.12319522489965,2.32728962033442e-13,4.328292269433e-13
FKRP,3.1226029389924,3.17027368605595e-21,8.88461545455567e-21
VSIG10,3.12156993843696,2.13266707624404e-24,7.1848036692892e-24
CDK11B,3.12135784946038,1.03093040391936e-29,4.83235432335443e-29
LIPT1,3.11956767005986,1.3497161522164e-13,2.54186876787733e-13
TNFSF14,3.11793421210287,1.46632381230411e-13,2.75492356199517e-13
ITFG2,3.1175853188883,3.53216504742016e-22,1.04564064006183e-21
GUSBP1,3.11654836408226,1.84046959207775e-27,7.44755727094751e-27
ME2,3.11574119354429,1.41109229450213e-28,6.15757516607462e-28
MVB12A,3.11461368389059,5.77195373518548e-25,2.00485616082543e-24
NAALADL2,3.11429875474425,6.31335021564455e-28,2.63709099335956e-27
ACP6,3.11413072456383,4.59106533295269e-24,1.51814666009885e-23
LRP8,3.11353904391459,1.01569973853426e-24,3.48276137043015e-24
HMGCS2,3.11256306922997,1.59494355514582e-21,4.55467593284712e-21
MORN4,3.11137451267832,2.91396434759572e-17,6.60402415014514e-17
ABHD16A,3.10838564660397,6.42992160295107e-25,2.22738885055314e-24
CBLB,3.10775018498771,1.14754197465783e-30,5.73798840289467e-30
TLNRD1,3.10641599584126,7.46075511557857e-29,3.31176505356678e-28
DDO,3.10620360145608,2.34318813295974e-16,5.07485478628087e-16
VPS16,3.10609199312708,9.63931727962225e-26,3.50971324279777e-25
LAT,3.10534438891312,5.71088049889864e-16,1.21301009545119e-15
IPCEF1,3.1038144258357,5.69558436074063e-22,1.66881998884394e-21
NACC2,3.10305764381342,3.05966828447262e-33,1.82016246977824e-32
CCDC18,3.10140050304369,1.49545738128464e-24,5.07711231243325e-24
ABHD5,3.09834625230706,2.74657643160634e-19,6.93664595654311e-19
HEXD,3.09815776085966,6.43322213826513e-28,2.68552805005876e-27
IGHV3-74,3.09616018393092,3.17678855674473e-05,4.01207828944938e-05
CNTD1,3.09576215844769,1.80294059066063e-22,5.4222451252846e-22
FNDC10,3.09570209825231,2.5863681358164e-10,4.14418371050429e-10
FMO6P,3.09469417021882,3.0604144535289e-16,6.59217881191434e-16
CCDC134,3.0934605606055,1.3978589430035e-20,3.77471386614433e-20
MAP3K14,3.09339335055855,1.34349771656648e-21,3.85479059317353e-21
NAT9,3.09333221325076,2.84148246853468e-26,1.0703488815923e-25
FOLR1,3.09235380202968,1.21668370275945e-10,1.98078875932887e-10
FUT10,3.09160210514514,2.62849484605633e-16,5.68022892306792e-16
PEX12,3.0915072957823,1.15414524639808e-17,2.66792484527006e-17
MTFP1,3.08866859748776,2.17677427678795e-16,4.7223806735582e-16
HARS2,3.08681038363022,4.47026637795845e-26,1.66260981499047e-25
TIPIN,3.08594556681912,1.72550867613948e-15,3.57186537752706e-15
INGX,3.08422317705181,5.62271944639895e-05,7.02575625130496e-05
IL17RA,3.08336708298552,5.52655722999756e-24,1.81815083831332e-23
MESD,3.08305662064097,9.22107234518981e-22,2.67177653141006e-21
CDC7,3.08279172864199,2.77587342280755e-14,5.41583183855084e-14
HECTD3,3.08277159597328,7.78012464969913e-30,3.68455972203337e-29
TMA16,3.08271104655768,5.98663520430276e-23,1.85042268332845e-22
KRI1,3.080721814293,1.06759994813603e-25,3.87259271601356e-25
PEX11G,3.07780261104003,1.23280271976822e-12,2.21189416738766e-12
HES2,3.07710891508839,7.23179943077553e-21,1.98457839447724e-20
CCDC103,3.07659128795821,8.3811173737266e-15,1.67809698723046e-14
LENG1,3.0704830792993,6.97179955500939e-16,1.47278550689857e-15
FASTKD3,3.07006054888668,1.1102834870256e-21,3.2003568093206e-21
GPRC5B,3.06920753579227,2.89306884395361e-32,1.60344663046243e-31
MCEMP1,3.06829764804954,6.05750841033162e-08,8.68532368883921e-08
ARID3A,3.06722756101768,2.72744550665809e-12,4.81970362692257e-12
H2BC9,3.0657517582544,6.87902001094518e-11,1.13272073571642e-10
BMF,3.0651939974542,1.36590785570963e-21,3.91636294161088e-21
NCLN,3.06379266668347,3.52170726671254e-22,1.04269461629125e-21
NCF4,3.06332716107796,4.61990481658696e-11,7.67290060678072e-11
CAMTA2,3.063279870381,1.00094155115274e-32,5.71994366027671e-32
GTF2IRD2,3.06301628304918,8.62096769593879e-39,7.53183017404729e-38
DBNDD1,3.05773583971509,2.76567477673423e-16,5.97041455260419e-16
MEN1,3.05715038920549,1.84706919740018e-24,6.24716344371057e-24
IGSF3,3.05626894930674,1.37044010690902e-22,4.14755937159288e-22
CD79B,3.05433724095097,6.76296377942211e-07,9.23959260029676e-07
FANCI,3.05433379463944,5.67013579576168e-19,1.40650773664643e-18
ASB1,3.04912023561327,1.72374815364934e-31,9.11237765289452e-31
DUS2,3.04905683387979,1.27785514165753e-14,2.5368694009142e-14
MCM8,3.04859441451382,1.83448354325879e-20,4.91893732587198e-20
HS3ST3B1,3.04614761064378,4.61102245957061e-11,7.65876591869822e-11
PDSS1,3.04527381907228,1.95042590198318e-15,4.02773897421366e-15
MTHFSD,3.04487927005512,1.97183639056307e-26,7.49479732140034e-26
HNF1B,3.0439248287953,5.57012251363882e-13,1.01710772827046e-12
GPANK1,3.04386405806818,4.46900377017714e-23,1.39135479325101e-22
CCT6P3,3.04361822706035,1.97922335120523e-18,4.77000236993203e-18
INSIG2,3.04289459128541,2.01475130262564e-21,5.71864033967909e-21
INPP4A,3.04258536702975,1.22983031304338e-27,5.03692530397748e-27
LIN37,3.04030765812506,2.03259641141906e-13,3.79186078707272e-13
KIF6,3.0399459647358,5.33554837999896e-28,2.24230175798365e-27
LAT2,3.03749431948191,1.53694305783603e-12,2.74538835814447e-12
LOXL1,3.03745938914174,7.99793102876743e-17,1.7707187224464e-16
INAFM1,3.03456314733778,7.96185431754488e-12,1.37706456885016e-11
IRAK2,3.03394886420261,5.14652912815694e-21,1.42485749992153e-20
CDRT1,3.03340950834426,4.60352940490064e-17,1.03229900152779e-16
IL20RB,3.03338818287144,8.92543949603628e-20,2.3114139416448e-19
WRN,3.03296717272052,3.13309286270346e-25,1.10578800864406e-24
CWH43,3.03128388192829,1.17957913670004e-16,2.58929246618621e-16
MSR1,3.02394541383156,1.92036471864308e-16,4.17490856572036e-16
LIMCH1,3.02161274800837,7.81795501646409e-32,4.21506650861493e-31
CCDC162P,3.0209004988969,6.64496054230092e-19,1.64041740122159e-18
MCIDAS,3.02072428903476,4.36478891797408e-16,9.32382999784156e-16
JRK,3.02023662229221,2.38703813393129e-33,1.43190382830056e-32
ACOT7,3.01966614411732,1.83663410339913e-19,4.68447433008859e-19
PDPR,3.01584900122627,2.64793496310975e-22,7.8875228708826e-22
GLI4,3.01471803741391,3.06284637480739e-13,5.66864595880038e-13
KLF8,3.01400312062728,9.36512604012082e-18,2.17509539518071e-17
NAB2,3.01258704831623,1.13055278962525e-19,2.91131475238372e-19
IFIT2,3.01047900477943,4.67938905643694e-17,1.04862497499899e-16
LGI1,3.00811446312364,1.07403642731917e-14,2.13945314631621e-14
MON1A,3.00699542991035,2.25377314561924e-12,3.99638324779668e-12
LDOC1,3.00548215927675,1.01191566946376e-16,2.22933105621035e-16
H3C8,3.00423648694503,3.1865058941839e-08,4.62648586412591e-08
CXorf56,3.00264952752891,1.08687141927033e-17,2.51495429724679e-17
GSTM4,3.00258774957415,2.18830257257623e-21,6.19843548709514e-21
E2F3,3.00250347453903,3.16002699119942e-15,6.45574336034305e-15
TFB1M,3.00023193734746,3.32671520912979e-21,9.30910894095122e-21
ACSBG1,3.00006812208257,1.227028134394e-28,5.37372589214514e-28
LCK,3,1.21401526542662e-18,2.95625632187397e-18
ABCB6,2.99954011000393,2.89112005342724e-21,8.12107502326898e-21
IGHV2-5,2.99615822052063,0.000262400067023942,0.000318300876215052
CCDC144B,2.97885361578615,9.22825751737893e-17,2.03676165754792e-16
ADA2,2.96634596349556,6.21981715374326e-15,1.25204664045598e-14
FGF14,2.96505393617015,2.84971221153098e-19,7.1874291466393e-19
FGF5,2.96450970646084,6.3550125351909e-09,9.52766270558677e-09
ABCD4,2.9644189987685,2.11100746442705e-26,8.00163105329563e-26
IGHV1-3,2.94846885997833,0.000478473809546989,0.000574620435494783
IFIT1,2.93100557874606,9.37527233116618e-20,2.42485857243383e-19
TMEM51,2.89045355321323,1.86986237010947e-20,5.01184422152293e-20
CCDC58,2.88929022972922,2.26793555758241e-13,4.22019152937904e-13
IL18R1,2.86609745349077,6.79954493360398e-10,1.06855919732379e-09
IRF5,2.8434750160695,2.79307912330422e-25,9.89003489501379e-25
CCDC9,2.8372313268499,6.53664239002824e-17,1.45438351740978e-16
TLR6,2.82495372669847,1.57098012148311e-14,3.10533117277621e-14
IRF7,2.76130316835177,5.51962153213759e-20,1.44272887888913e-19
IL1R2,2.74801259391835,7.43229231717732e-12,1.28720179929525e-11
CCL4L2,2.73064831606268,6.51827551376981e-08,9.33493179417254e-08
CCL4,2.72600931186152,7.41330599325427e-10,1.16297225683088e-09
CD40,2.7065576093719,1.83185545335006e-18,4.42156463907024e-18
CD6,2.69971358805471,4.61588301289579e-14,8.92126896975947e-14
COX19,2.69673343076901,2.53814896393498e-21,7.16475840038703e-21
DECR2,2.69556156145938,1.60706935063781e-12,2.86766874772539e-12
FGFR2,2.62076419073823,1.7149834291169e-26,6.54266178208096e-26
HUS1,2.58206508058627,1.81631399122814e-16,3.95203681171218e-16
TLR3,2.56823719030091,4.86932510278012e-17,1.09000289516868e-16
JAK3,2.56577674363791,4.09634959197856e-14,7.9350162618101e-14
IFIT5,2.55783845479662,1.3320379952105e-19,3.41820064017582e-19
TLR7,2.55501423967143,1.22924354143953e-08,1.8189661109895e-08
MAPK7,2.51855349988922,9.49052466516222e-15,1.89525299173136e-14
IL15,2.51131681976065,6.0270356525344e-13,1.09791282587197e-12
SMAD1,2.48639208091999,2.91805188744293e-22,8.67332086758214e-22
CD22,2.46837215395132,3.07012731179106e-05,3.87975050608561e-05
IGSF8,2.45595250776763,3.76490032250099e-13,6.93807241648116e-13
FCRL2,2.41966703182107,7.55306242405241e-05,9.38597170936806e-05
IL16,2.37231984580583,2.46903813224115e-17,5.60986594929964e-17
IFIT3,2.37163501267202,1.07280873667864e-12,1.92953839569728e-12
TP53,2.36784375137306,2.54513027594763e-15,5.22389447193355e-15
CXCL3,2.35470124421202,1.11058578580342e-07,1.57277636442814e-07
CD4,2.34724033690223,2.41389120718697e-11,4.06877538530999e-11
IRF4,2.26191946642649,1.60172384515033e-06,2.14964905107113e-06
CD33,2.23708362333634,0.000106424446739961,0.000131402458932571
TNF,2.17910298578646,5.03641779019498e-06,6.60104611883235e-06
IFI44L,2.17886185906409,2.28922929147103e-10,3.67693845576132e-10
IFI44,2.17865169137802,1.55118337976478e-13,2.90878652890354e-13
HDAC5,2.15559753728968,3.67042694034819e-17,8.26749020316129e-17
IL6R,2.14674960791791,4.62691130245364e-15,9.37440988806526e-15
FGF13,2.12018996948678,1.48343721483656e-08,2.1856880319588e-08
IFT122,1.97083815676734,3.00888564878032e-15,6.15185125551045e-15
CXCL6,1.96558229505802,1.28561275976702e-06,1.73432705546201e-06
TMPRSS3,1.96424763161145,1.17872623652475e-12,2.1168981953314e-12
TLR4,1.9625793625869,1.87218616480547e-07,2.62070443576527e-07
CD36,1.86519937460609,5.7257531475323e-11,9.46527367937032e-11
EGFR,1.85833232810468,1.53312633142528e-12,2.73904566418284e-12
TUBG1,1.85792001547844,5.36430739712792e-14,1.03241869103356e-13
HERC1,1.83182937708219,1.55311344311125e-19,3.97412620066264e-19
GJB4,1.77911278857341,7.07820372894759e-07,9.66386606269794e-07
CCDC82,1.77781651841909,1.3186986995238e-08,1.94853764946849e-08
CCNT1,1.77745299706693,1.11295821268637e-15,2.32606798615723e-15
CCDC107,1.77730920380214,1.83043632533768e-06,2.44941985958308e-06
HDAC10,1.75593786164798,2.75395316713303e-11,4.62645267847244e-11
IL4R,1.73108924682886,2.08367163357778e-08,3.04913477222161e-08
IFI27,1.72034155833351,2.10724376036129e-09,3.23434128350491e-09
IRX3,1.70643212646583,9.16230627390434e-09,1.36313043654729e-08
MFN2,1.70592440692689,1.5070698304703e-12,2.69319444634964e-12
SLC25A32,1.70403439383741,2.04455468369442e-06,2.73044671585562e-06
CCDC12,1.70177874869764,4.26903357783375e-08,6.16129751554946e-08
H4C8,1.70042415296696,1.2301531421408e-06,1.660924425301e-06
CCAR2,1.70038535300566,4.1365857451815e-15,8.40578052243876e-15
ILKAP,1.7001403766731,2.61076175131716e-11,4.38948035900471e-11
TMEM63A,1.69563866925151,6.32601138637784e-11,1.04391349383827e-10
IRX5,1.68025516922691,9.53222064687251e-06,1.23241670356609e-05
CCL5,1.65522736356378,4.1475621536531e-07,5.71837290372155e-07
IL17D,1.64672201081323,0.0107824258136126,0.0121207772631641
CHD6,1.61940145404512,2.80348617353613e-21,7.8888975086761e-21
IGF2BP2,1.61373586920763,1.19873114737427e-09,1.8633562489291e-09
C3,1.60182592601324,4.9737981288144e-14,9.59322303639223e-14
CD2,1.5847939394367,3.8610436991963e-05,4.860752948371e-05
INHBB,1.51000746890952,2.9769613920978e-06,3.94572358223038e-06
SLC11A2,1.50727833166018,2.70322945048961e-06,3.59123169597837e-06
POLD3,1.49830524959104,4.79268906434462e-09,7.22374798175034e-09
SLC5A3,1.45381020370126,3.51906391354306e-07,4.86323443234055e-07
IRF9,1.44501800267535,1.93813909244246e-13,3.61925339407244e-13
CDK10,1.42579621964723,3.19953463044106e-08,4.64474758098205e-08
IGF1R,1.4250509609883,3.14855485416526e-13,5.82465683824161e-13
COL28A1,1.35525836398461,2.3810069435086e-06,3.16929146754672e-06
TLR1,1.34342713554421,2.01574075238613e-06,2.69318861404156e-06
IL32,1.33774234624605,0.000126128859596053,0.000155182790046482
IL6,1.33598341537344,0.0106514331851402,0.0119776296423074
SMURF2,1.33508000635076,1.25699400664828e-09,1.95112519069931e-09
SMAD4,1.27698502459829,1.42308571997784e-10,2.3073342450231e-10
IFT140,1.26075355920983,6.07195896389437e-07,8.31428558425975e-07
TMEM41B,1.25859046439161,2.50069095716229e-07,3.48039011001893e-07
TMEM65,1.24767816177934,1.01277454048044e-05,1.30752449134784e-05
DUSP3,1.24696676061603,3.61628776205637e-08,5.23940812899102e-08
TNFAIP8,1.24649253306071,1.85855512098617e-08,2.72513124892784e-08
ELF4,1.24362651615651,8.6245914855531e-05,0.00010692375831611
IFI16,1.24157965442145,4.93003120350032e-12,8.60489475754555e-12
PAX9,1.23963589205545,7.39999729752618e-06,9.61691548866621e-06
MAK,1.23876857843628,8.27151281216702e-06,1.07243312838383e-05
CD37,1.23372195082591,0.000601506296648859,0.000719189275523108
IGFBP3,1.20626243689831,0.00017902065295971,0.000218690967245196
H3C6,1.1846977693307,0.00940769342400387,0.0106068242243818
CCDC30,1.18047725208217,2.69060244448873e-06,3.57491783030715e-06
TRIM27,1.1570192668065,1.77240238062487e-07,2.48490958508594e-07
IFI30,1.15044881458738,0.000197993726245937,0.000241410319270392
IL10RB,1.14213648529237,1.57772085179229e-05,2.01892212359606e-05
IL1R1,1.1402483831539,3.78716572520537e-06,4.99579952007145e-06
TRIM44,1.11523885649756,6.24786510259132e-10,9.83737916374838e-10
TMPRSS4,1.11518776999827,7.64405128136914e-08,1.09069885335563e-07
IFT172,1.10552830856736,5.34644211633914e-07,7.33497962431424e-07
S100A9,1.09114275559289,0.00106774597286364,0.00126105800532958
IL7,1.08259832788736,0.0015990717292158,0.00187396761440211
DUSP4,1.03000003032277,3.59706939230801e-05,4.53341652703642e-05
GJB3,1.01752920335765,0.00484676823216729,0.00553912528297339
TEX9,-1.00011553984528,8.09801845552226e-06,1.05035118178061e-05
ANXA1,-1.00402400083043,3.08117229525169e-08,4.47576015050628e-08
TAX1BP1,-1.01534589612066,6.52208447387938e-12,1.13241856086295e-11
DSTN,-1.01909065552474,2.16506185991991e-07,3.02225500584158e-07
TSPAN1,-1.02295060598401,5.76160148561713e-05,7.19449340557635e-05
TSPAN19,-1.0254952848581,0.00435961842251572,0.00499485563218099
WDPCP,-1.02578814027507,0.00122435853534489,0.00144271636370418
SLC25A6,-1.02931387375037,1.45561999906013e-06,1.95802987924503e-06
RPS25,-1.02959851978083,1.85054720494621e-05,2.36027259590744e-05
RPS7,-1.03215846307694,5.19266780308331e-05,6.5014069169393e-05
PIFO,-1.03225063977824,2.79775035877509e-07,3.88542909135268e-07
WDR78,-1.03494819537166,1.035721109973e-06,1.40263545796436e-06
FOS,-1.03559055124821,0.000732496819012538,0.000871911190181851
C9orf116,-1.04122871195573,0.000222151207153602,0.000270273254507255
MORN2,-1.043321234819,0.000227142218587104,0.000276214913234929
NPM1,-1.05012538715288,0.00299901959259667,0.00346374405040557
PTGES3,-1.05016915581848,0.0188114839283344,0.0208891429715188
MYCBP,-1.05020174348762,0.0391936768962615,0.0428207964435661
KPNA3,-1.05021119722632,0.00695432516661324,0.00788692831034404
CHMP3,-1.0503804755293,0.00398421177248157,0.00457390619809936
UQCR11,-1.05045504283294,0.00370729835553665,0.00426384844921899
SEPTIN7,-1.05067087529272,0.00397308989146612,0.00456164659500048
LDHA,-1.05093159360237,0.0107828496141939,0.0121207772631641
MAP3K19,-1.05108542857898,0.00815763618423183,0.00922064430107319
PPP1CB,-1.05116464946929,6.62767677214791e-13,1.20381563377728e-12
ATF4,-1.05117083361577,0.00987495377731236,0.0111251188213066
ACTG1,-1.05119879182887,0.00261648060421081,0.00303076282976368
LZTFL1,-1.051295723951,0.0165352039125617,0.0184140621548561
ARPC2,-1.05147042056589,0.000756757734416499,0.00090037343844726
KIF21A,-1.05156485746446,0.00123405876141866,0.00145389709161533
WDR38,-1.05162173073343,0.0208576950463164,0.0231140062210416
LRP11,-1.05180859938439,0.0101196383578375,0.0113970407724585
EIF4B,-1.05188773923338,2.04867366952576e-05,2.60877279428236e-05
TAB2,-1.05196316610174,0.0135062402785699,0.0151078924894835
WDR66,-1.0521034715894,0.00713288730558832,0.00808365119278385
SH3BGRL3,-1.05215646620362,0.030459194512027,0.0334411567971791
RBBP7,-1.0521796462849,0.026312747141938,0.0290047035085379
STK17B,-1.05231504251452,0.014696562940057,0.0164099671072148
HNRNPA3,-1.05265366793604,0.00259780793044372,0.00300981053793774
HNRNPDL,-1.05266659241397,0.0207486355163222,0.0229943859417803
RPL22,-1.05347062421548,0.00816331608293259,0.00922655810745018
ATP5F1B,-1.05377207657135,0.000615544846920708,0.000735376907412056
RPL11,-1.05382685760663,0.00174559158035746,0.00204172668750037
AMD1,-1.05413128653726,0.00452223237610011,0.00517569495444658
YWHAQ,-1.05413766681988,0.000695763861300506,0.00082924103596481
AGR2,-1.05434484020992,0.0238718737909616,0.0263705545588289
TRIM29,-1.05454558484643,0.000244817262286439,0.000297295677768567
SAXO2,-1.05491979148746,0.0127498438604234,0.014280407403283
CTSS,-1.05492736337541,0.00194707446905579,0.0022726164950152
KLF5,-1.05526655125099,0.000714859198056262,0.000851359367508212
GDI2,-1.05533443971305,0.00119278542285892,0.00140615579378063
SUB1,-1.0557620093639,0.00441595539996073,0.00505743257697303
PPDPF,-1.05658264789192,0.011675389370208,0.013104042299954
CHMP4B,-1.0567568465133,0.0125454404360957,0.0140591099615953
TUBB,-1.05676697136147,0.00736414025862701,0.00833747271202325
DMAC2L,-1.05702667703639,0.0259786410413744,0.0286410138121243
CCDC173,-1.0570967070816,0.0293892184472187,0.0323094769854929
TAF7,-1.05745153604767,0.00453572762902317,0.00519056354213456
YPEL5,-1.05747053345316,0.00232936753413276,0.00270533885278323
CFAP206,-1.05776311454838,0.0167655622712548,0.0186655506025789
PTMA,-1.05783567583558,0.00249219059280525,0.00289004325372254
TPPP3,-1.05791537422772,0.0185968100551133,0.0206607821790103
CLU,-1.05793647880909,0.014970923302382,0.0167090687480968
YWHAE,-1.05824854842792,6.60438425488704e-05,8.22792211144944e-05
TRIM2,-1.05827385986884,0.000950930331039534,0.00112548062448267
KLF10,-1.05828814015584,0.000623337133672377,0.000744513467693915
