Gene,log2FoldChange,pvalue,padj
MTRNR2L2,10.9836635168422,4.39967658684166e-116,4.77040722976448e-113
IGFN1,10.7254462903836,5.35245349934685e-91,2.20531789080089e-88
AQP7P1,10.0862783980841,2.72500593542484e-94,1.30553133199272e-91
MUC19,9.74624502733225,2.00097020546936e-79,4.43247174224456e-77
FBN3,9.63336032273524,1.09749651187528e-85,3.37455606584217e-83
MUC17,9.56029007024102,2.37008154517336e-73,3.27691610148432e-71
MYO18B,9.3346560513958,3.0226927885472e-75,4.94210270927467e-73
KCNQ2,9.27186476443675,2.44145403335654e-79,5.29435732012401e-77
DUSP5P1,9.21051553779499,1.32915083565879e-54,3.95691276956744e-53
PGA4,9.1965151517408,3.32737481897986e-53,8.72102400073843e-52
INS-IGF2,9.17869722839307,1.80099304672135e-77,3.53354835766728e-75
KCNA2,9.11009677574277,5.02630351327018e-80,1.16344807502111e-77
CCDC168,9.10357620682173,1.8398968892433e-78,3.67997240925255e-76
PGA3,9.09684308295951,1.32128494141338e-61,6.85637054862897e-60
NBPF6,9.09337324330086,2.09127254900264e-71,2.47599458517261e-69
GPRIN2,9.03266325770863,3.97614025195369e-91,1.70650969438537e-88
GRIN2B,9.02818980487685,2.02190366726578e-69,1.94641296492254e-67
DNM1P50,8.94107851892804,1.91677919998248e-71,2.28251839877682e-69
HERC2P7,8.93558412201692,2.68385840738805e-68,2.33291844095364e-66
DSCAM,8.90945927664443,3.48769570729953e-61,1.76102988397249e-59
MYOCD,8.9020584740385,4.11870905797136e-70,4.26379524137025e-68
ABCC8,8.88651549751072,5.37672733423341e-64,3.45065295366176e-62
HSD3BP4,8.88537651829273,1.90798889878454e-67,1.51762468354673e-65
MROH2A,8.87237132766494,2.21605435332447e-71,2.60873918473356e-69
KIF26A,8.82604642901252,4.80385675958995e-70,4.94821265521563e-68
MROH5,8.78557402248124,2.0563038228422e-64,1.3621194551245e-62
MUC12,8.78557062729854,2.50088495009437e-80,5.99078265777838e-78
GRIK4,8.75125281683075,4.94174596533881e-70,5.06492082745994e-68
DDX11L5,8.73830838422722,4.74428392562345e-80,1.11064764945192e-77
NBPF4,8.72777138302675,1.81598516774405e-69,1.75639016153498e-67
MROH2B,8.70873118009399,3.01421811985189e-61,1.52569797265525e-59
MYH2,8.64803311655358,4.04892758428452e-59,1.72338754470755e-57
MYH8,8.63311830606254,1.10258094677292e-60,5.38252845603527e-59
COL11A1,8.6132013023749,3.23298310513432e-59,1.39921607035445e-57
C3P1,8.61260037730551,1.08883604422883e-65,7.95429480395677e-64
MYH13,8.60923775025556,1.06841616414924e-72,1.42924944140509e-70
NCAN,8.60233956606145,2.41019982686735e-59,1.06095142378834e-57
CNTNAP4,8.59207934614026,4.61033215348192e-63,2.71364150553946e-61
IQSEC3,8.57768606117847,2.8741849952945e-68,2.47745125891473e-66
DUXAP8,8.57322107877495,1.44354270174487e-70,1.5734615449019e-68
IQGAP3,8.56722881695415,1.3786417139644e-76,2.53583910262326e-74
DDX11L1,8.54362174968202,1.85190327375189e-75,3.05208474740502e-73
KCNH5,8.52521833681812,1.86577009254217e-62,1.04164579069001e-60
NOVA2,8.51744676177655,1.69941045035608e-63,1.04819026011334e-61
INSRR,8.50865271024179,7.26405553812577e-60,3.30368016108959e-58
HERC2P11,8.49732387053831,7.64006106962137e-82,1.96741122619087e-79
IL31RA,8.48195018195644,5.1115441104631e-65,3.56959051592035e-63
KCNH4,8.47661755322796,4.93285176994693e-63,2.88697952592831e-61
DLK1,8.46066967513876,2.066893424077e-56,7.04968070023349e-55
MYH6,8.45091195633814,4.45583078017139e-60,2.06279932364743e-58
CD8B2,8.44551804040501,1.68486125673574e-67,1.34534212209353e-65
MSTO2P,8.41867332272028,4.01890339161141e-129,7.52667534278061e-126
JPH4,8.38272853270618,1.84035555635319e-60,8.70370478314976e-59
DRD5P2,8.36531057692416,1.49431115377864e-60,7.17582845664191e-59
CLCN1,8.35482860112307,2.03025891407164e-63,1.23743680144349e-61
AQP7P3,8.34258586739871,8.92322713591263e-65,6.06691096458535e-63
HPSE2,8.32338617505547,4.70389089124332e-53,1.2189290094403e-51
MYH1,8.3166557982396,2.3528071162171e-58,9.56019317577683e-57
DGKK,8.3135583907853,3.00547235015021e-57,1.11963356031545e-55
GRIN2A,8.30866625266134,1.52050883177418e-62,8.53515052953129e-61
FNDC1,8.30137947598018,3.87823172599209e-63,2.30246258752631e-61
CDHR1,8.29354602088768,5.64807998137335e-71,6.39319207122376e-69
IGSF9B,8.29293778661101,1.3221881861805e-81,3.32175595408591e-79
LMTK3,8.28494294441635,7.23120777077056e-71,8.05243844787266e-69
KCNC1,8.27689297554145,8.86878438470422e-65,6.04986182481098e-63
PDGFRB,8.27322509955066,1.17655440497313e-60,5.71655596623856e-59
MYT1,8.27164544641244,1.93824527672776e-53,5.16556157126373e-52
CASR,8.26766507623219,1.4339329862289e-34,9.3011503303846e-34
IQCA1L,8.26599052542173,5.0196869135649e-54,1.42047486409822e-52
LCT,8.25182581405813,2.19442018483025e-66,1.66203125837088e-64
ATP1A3,8.23941167950454,8.12446885094109e-63,4.64922729995104e-61
LHFPL4,8.23889802328346,7.26453625053923e-60,3.30368016108959e-58
LPA,8.22014017279828,9.72865601309363e-82,2.47432151266348e-79
MYO3A,8.21517242436956,5.15015979644209e-68,4.29548348042524e-66
MYH4,8.20695623460233,1.70482170158187e-53,4.57901328217578e-52
HRNR,8.20107288440892,2.04583517695226e-86,6.6898810286339e-84
NES,8.19319091452651,2.70955636165237e-55,8.50908088512204e-54
ITGB3,8.19193070305276,3.34755402186969e-55,1.04173656200208e-53
ITPRID1,8.19021127072041,1.0602600859499e-45,1.56576473338021e-44
TNXA,8.18898556528798,1.39290284494968e-69,1.35996168288192e-67
NEFM,8.18856848047262,3.79033239455069e-59,1.62001322946346e-57
IGDCC4,8.17405872148144,4.19283754864301e-53,1.09337527012145e-51
CADM2,8.15999914744119,1.47421637445557e-59,6.57366483336777e-58
CLVS2,8.15407650603558,1.04926645034958e-53,2.87064251575721e-52
GLIS1,8.14991292409498,3.86074839400911e-56,1.29325654739808e-54
TFAP2B,8.1475375757134,6.91572792076416e-55,2.09824611039267e-53
KCNJ9,8.14751782804503,2.12945060742432e-56,7.25104329976007e-55
KCNU1,8.14427178371207,5.09813789650728e-57,1.87883253677901e-55
DCC,8.14194470000585,2.96848291780139e-62,1.62211449839858e-60
PDX1,8.1402410199874,1.00562120863953e-49,2.00162343180511e-48
HKDC1,8.12407706327964,2.15012374781584e-62,1.18752545117303e-60
GRIN2D,8.1173053677113,4.46572981464778e-67,3.52484673990647e-65
ABCG4,8.11373232041061,1.62398851259174e-56,5.59461326888002e-55
PDZK1P1,8.11166128179528,3.63077727161412e-84,1.03885614684059e-81
GRIK3,8.10938564658997,1.08358613569549e-55,3.47168864408443e-54
CAMK2A,8.10018778170531,1.80680026725939e-50,3.79815227610313e-49
MYPN,8.08318825478305,4.89995645929508e-50,9.9944557443503e-49
WNK4,8.07357076946899,2.09246370252411e-72,2.69417779598121e-70
CAPN11,8.06786972732786,5.85512609642687e-51,1.27912463109746e-49
DUSP27,8.06047162397348,1.14743825374817e-48,2.12384325835275e-47
DEFA1B,8.03661819432119,1.17766892063876e-61,6.12655490759574e-60
LHX9,8.02595588815663,1.06615153041487e-50,2.28076715244825e-49
MYADML,8.02298636891995,4.18106024084526e-55,1.29330363395876e-53
MYO7B,8.02118088858398,2.72841537492455e-61,1.39128923610942e-59
ITGA2B,8.02021864227909,2.48013098286968e-56,8.4173275746455e-55
GRIA3,8.01876463280475,2.86700815927235e-57,1.06998614291974e-55
FIGN,8.01138107680653,1.61392823393628e-60,7.7142773891697e-59
HS6ST3,8.008750123802,6.43852397236354e-53,1.64361874045429e-51
APLNR,8.0012540466771,1.13122719456231e-51,2.62732936135041e-50
TNN,8.0007788605683,1.66478652805053e-54,4.87855864358021e-53
DCHS1,7.99687016134034,1.93059763298337e-61,9.91826479727939e-60
LGI2,7.97832179087396,1.51785247382252e-50,3.20710551930438e-49
NXF4,7.97811755132772,1.14654611626202e-51,2.65990952039571e-50
DPP6,7.96613517593024,5.17634875878011e-64,3.33243627436341e-62
CNTNAP5,7.95497953663888,2.69909875855535e-62,1.47883333843082e-60
HTR4,7.95182105614501,5.33319639853778e-51,1.17131320902214e-49
IGSF22,7.93698101416557,8.22743280545706e-57,2.93241078244327e-55
DAZ3,7.92439185163556,1.97787922090474e-22,5.94142458878076e-22
DSG1,7.92210424760494,1.44251945228557e-54,4.28203793033646e-53
NETO1,7.91488386521501,3.31931420725622e-53,8.71097987053317e-52
LRP1B,7.9148207720933,3.93633220192036e-68,3.32345818408858e-66
DDX11L9,7.9112135845698,2.79123954855174e-74,4.25943155108996e-72
CPNE4,7.90273035995796,8.81383600849313e-54,2.44050854315816e-52
MYBPC2,7.90207149637654,5.98819429692657e-54,1.6806919715393e-52
MDGA2,7.90114677148408,6.06367397849265e-54,1.69956119225751e-52
MBD3L3,7.89150988227446,9.21031069730331e-39,8.0326126544542e-38
PPIEL,7.86754893287882,2.72864117580327e-82,7.1155363117371e-80
ALOX12B,7.86416648909935,4.52218996141559e-59,1.91296992597787e-57
GRID2,7.85863346253883,7.18338277986959e-48,1.2509287290625e-46
MMP23B,7.84141863843368,4.80774607923917e-48,8.48709314296539e-47
MBD3L4,7.83643838651002,2.67005939520455e-38,2.27391044235671e-37
PEAR1,7.83364222915158,2.88121026669764e-59,1.26288963200507e-57
NXPE1,7.83324465429376,6.98707148186149e-57,2.51644509786413e-55
HSPB6,7.83287964865407,9.59775797622903e-51,2.07040222061041e-49
JPH2,7.82172258344509,2.95469513379791e-59,1.28961174685107e-57
KCNQ4,7.82067995742142,3.16354448427838e-58,1.27041286394969e-56
KCNH1,7.82015872780898,2.08048783051704e-74,3.19851714899116e-72
GLP1R,7.81725777497596,1.00104927467941e-50,2.1526739152057e-49
IGLON5,7.81524019181868,1.67060864109967e-53,4.49297762601754e-52
CAPN6,7.81273830227492,1.51163396398106e-44,2.03803477041713e-43
ALPG,7.80825359172465,3.65991324234652e-62,1.98938978114989e-60
GRM1,7.8057832819088,1.01904398211828e-53,2.79166556856631e-52
MTRNR2L9,7.7979983555238,1.14133339760002e-49,2.26300378478902e-48
KCNA6,7.78524428748752,4.57997300054017e-49,8.76063359184103e-48
GJA5,7.78482775758349,6.50351202055257e-47,1.04670977449534e-45
MRGPRE,7.77553737894619,8.69434430965363e-47,1.38954373253045e-45
ARGFX,7.76999380233609,7.74170688992826e-50,1.56206565758484e-48
GLI1,7.76921168603086,3.11324398660082e-64,2.04730786386125e-62
MMP23A,7.76876602734815,2.58750078132209e-42,2.94829112809825e-41
HNRNPA3P1,7.76841266000365,5.34718940561437e-52,1.27414232958506e-50
VSTM2A,7.76746515277074,2.28991932140099e-50,4.76511393335169e-49
DDX11L16,7.76374215103707,1.43018472417295e-60,6.88393352866517e-59
FFAR3,7.75329843359485,1.1930695586768e-58,4.92553626819653e-57
GRM8,7.74927221456515,3.89387998739089e-56,1.30223736396493e-54
CPNE6,7.74710033398142,8.67095807976616e-49,1.62983948358816e-47
WSCD1,7.74214160158432,1.85109102269097e-53,4.95250989070866e-52
WT1,7.73828666431875,1.3783382750295e-51,3.17619091766027e-50
HSPA12B,7.73269643263209,1.33541799740825e-48,2.45195598615038e-47
ACAN,7.73195587306919,3.17165536915054e-53,8.33409084947324e-52
GRM6,7.72313623979749,1.37318367459638e-51,3.17140772201345e-50
CXorf49B,7.71484202072422,4.11843955869593e-47,6.71765426355462e-46
LMLN2,7.71344476530153,5.051418994679e-57,1.86495130303552e-55
HMGCLL1,7.71310640182128,1.5678741966978e-48,2.85838728550189e-47
CNTN6,7.71023681517856,1.71662672601328e-50,3.61228061109291e-49
CNKSR2,7.70797332448549,1.36702718440098e-54,4.06379899362838e-53
FAT3,7.70429129953943,1.00262607840079e-71,1.23683232581645e-69
ITIH2,7.70090130235543,7.07198439346244e-61,3.51908092970338e-59
CDC6,7.69905047948324,1.98373546356548e-59,8.76972838732029e-58
TLR9,7.69894609995816,4.50331777944133e-53,1.16989722035651e-51
MPL,7.69461181183031,7.93801873993444e-63,4.55518451424483e-61
CD163L1,7.69164940219525,1.62673313679185e-54,4.78747562157842e-53
KCNJ12,7.68843184388291,1.08639287088671e-65,7.95429480395677e-64
GRIK1,7.68346243588728,9.39696241466483e-61,4.63820076128394e-59
THSD7B,7.68205413268792,2.98217718975965e-43,3.6547193507578e-42
THPO,7.6806345331502,3.4822153409534e-46,5.32965217228686e-45
CCDC155,7.67989502720336,7.65667900230363e-48,1.33222334566264e-46
MYT1L,7.67872313837821,8.42284879746877e-55,2.52958878192066e-53
ZIC4,7.67699142061761,2.3756352113449e-44,3.15541334551363e-43
F11,7.6709253624936,2.60432644431068e-53,6.87842680503133e-52
FRMPD4,7.67089978815691,2.46835796892149e-50,5.13124546092347e-49
DAO,7.66559396455375,6.3508913803288e-47,1.02535041791656e-45
KCNJ10,7.66518130105542,5.04541435782712e-59,2.12557425737416e-57
WNT7A,7.65723500017267,1.59162188654873e-45,2.31724399185798e-44
DDC,7.65710489390061,1.49336338440518e-50,3.15860154847341e-49
FGF1,7.65235489789424,1.28389243513459e-52,3.18668289833827e-51
DNAJB8,7.65186473270523,1.72124516961532e-47,2.90174891483185e-46
NACAD,7.64627000399118,6.71629584352336e-57,2.42741071355131e-55
NFATC4,7.64460093991497,9.28187160053221e-76,1.56734292493905e-73
CXorf49,7.64384865610207,1.17740827966414e-46,1.86296374572665e-45
MUCL3,7.63954081340239,8.4233673336128e-55,2.52958878192066e-53
HTR3E,7.63741284429284,3.96646604282172e-50,8.13066337792739e-49
NEUROD1,7.63316508524158,2.06182752475116e-50,4.31225470430442e-49
MYH7,7.63269294904775,2.37328254797075e-57,8.90564549558205e-56
FIGNL2,7.62987983475888,4.71909612275504e-52,1.12913007229822e-50
HOXA3,7.62700157926899,9.07351666244989e-43,1.06387886603944e-41
NXF5,7.62343597534222,1.51109185301603e-52,3.72368460095493e-51
HTR5A,7.62332387740276,3.47510462972966e-44,4.57740604073278e-43
GRIA2,7.62268410373705,1.85476822249089e-53,4.95591182250776e-52
BMPER,7.62220861595766,1.52763219198053e-56,5.2981061930961e-55
DAZ4,7.61887258357885,5.73117486930528e-21,1.5831044982912e-20
ALX4,7.61756750704265,1.44633787113871e-51,3.32173985321389e-50
H3P4,7.61057139164593,6.0549420332134e-115,6.23689304131147e-112
IGDCC3,7.61047255508047,4.50603869073013e-47,7.332456798399e-46
NBR2,7.60749856081956,3.16867175426582e-72,4.00477342390369e-70
HK3,7.60565184419135,3.09989894007179e-60,1.45138677419134e-58
GRM3,7.60086566713798,2.03006590020682e-52,4.9492766402557e-51
KIRREL1,7.5994780237455,2.56760390823155e-62,1.41053888302609e-60
HECW1,7.59782521626023,1.73495734435941e-55,5.50721976134796e-54
KCNQ3,7.59517558488561,4.83865833113699e-57,1.78960862261675e-55
TLE6,7.59146388600585,1.05691562663899e-50,2.26335954515487e-49
CNTN2,7.59065523351418,5.58243762381153e-63,3.23954359121525e-61
LRP2,7.58911253460419,2.39504357046608e-71,2.78758715226958e-69
MORC1,7.57826461018532,3.33170504498608e-47,5.48214501851105e-46
KCNT2,7.57813264603499,5.54297792492308e-45,7.71560055617165e-44
MUC3A,7.57465894871954,7.87268914528459e-52,1.84931891769678e-50
TGM7,7.57164030638313,1.20541382588807e-47,2.07284893381638e-46
AADACL3,7.56740072029717,2.45357157268542e-45,3.51193941665904e-44
VAX1,7.5662686353509,7.00669177569368e-46,1.04749533578422e-44
MOXD2P,7.56061995685123,2.81941704445719e-37,2.21521016525029e-36
CDH5,7.55634551231972,1.19781439362617e-45,1.76384376862708e-44
DUXAP9,7.55184115891685,3.47443749948716e-57,1.29200156907825e-55
DAZ2,7.55082539892581,4.81171912867869e-21,1.33341708057452e-20
FOXL1,7.55005672877526,3.00533624529251e-41,3.1604355277831e-40
ALPI,7.54813806530471,1.58627948667503e-38,1.36903827838258e-37
ATP1A2,7.53904550037888,6.71381225425928e-36,4.80581119701165e-35
FLT4,7.53440406196397,1.985210158409e-51,4.48927711014093e-50
KCNT1,7.53094948716369,4.48080395951944e-54,1.26972547964319e-52
HTR1A,7.52910665626334,3.92205447831047e-42,4.42245453243974e-41
GRID1,7.52435765184779,2.65921605431626e-49,5.14389764647599e-48
TFAP2D,7.52388574062221,5.17327775869439e-39,4.60963214130031e-38
ACP4,7.52147954859001,1.75887406386041e-44,2.36209677898229e-43
CCDC92B,7.52039257320819,1.66659830402932e-51,3.79796367934823e-50
BMP10,7.51837560416786,3.13470076520467e-48,5.61059691259613e-47
COMMD4P1,7.51779703683748,7.35144016466718e-57,2.64305442988322e-55
CPNE9,7.51602445600898,7.49715186192026e-40,7.12402331676289e-39
NYAP1,7.51552985869838,5.54876409523446e-53,1.43066444462985e-51
KCNK10,7.51413173857278,3.83886410334492e-49,7.36354184292446e-48
HOXB9,7.51387316324402,1.54593048928351e-45,2.25390757322928e-44
HPCAL4,7.51348441455517,2.17703391599963e-45,3.13410731680701e-44
AMY2A,7.51029022698438,9.48941293100092e-58,3.68157054221375e-56
CRTAC1,7.51014164124376,7.67224482441056e-47,1.23213040141867e-45
MUSK,7.50978778643576,4.74304861734813e-66,3.50220589842254e-64
HGFAC,7.50723240912028,1.70358543756765e-49,3.34881332054687e-48
TLE7,7.5063049847591,5.39093670629285e-42,5.99345316170206e-41
AMY1A,7.49450159563011,2.04455385624685e-79,4.48083553112142e-77
LRFN2,7.4941431891372,8.48097799591476e-46,1.25785909066839e-44
GREM2,7.49393125857319,1.98481058331689e-48,3.59622540254277e-47
KIR2DS4,7.48739500430087,3.99649383519225e-36,2.89086269307568e-35
ALPP,7.48568312778181,1.66914797875013e-55,5.30649961577644e-54
CPS1,7.4813171203549,4.00830997925215e-55,1.24173223883569e-53
CDH20,7.47609956821954,1.79275774212394e-47,3.01490630575471e-46
DSG4,7.46776294233867,1.91642110688744e-45,2.7685968599571e-44
CA11,7.45726865896503,1.17096828029734e-64,7.93523603368601e-63
CRHR2,7.45559086664235,9.60643836117536e-55,2.88067302297778e-53
HNRNPA1P10,7.45483814116504,1.06817658829764e-87,3.79405274060683e-85
MDGA1,7.45418434512065,1.70651347544399e-65,1.24225738896189e-63
ASB10,7.45287125577798,1.22268045564529e-43,1.54057737411306e-42
CRHR1,7.45096430401907,1.6748302739002e-46,2.62381585343103e-45
KPRP,7.44746879295842,5.52734792122638e-43,6.58729915316934e-42
MYO1A,7.44328877906728,9.23143305076223e-53,2.31640380363889e-51
PDYN,7.4389907186146,1.25410868871009e-42,1.45800751106752e-41
KEL,7.43878967495107,1.19572300441023e-48,2.20331749676701e-47
CCER1,7.43639443538455,2.04962799517065e-42,2.34840858334319e-41
GRIN1,7.43624380551559,3.357193457203e-70,3.51073819349436e-68
CNTFR,7.43529108995956,1.51777159521105e-55,4.84018771407785e-54
MPP2,7.4302359586545,3.89480170941034e-50,7.99968195568917e-49
KIRREL2,7.43003381120229,1.34606833529921e-45,1.97369066017786e-44
FIBCD1,7.42951459811501,4.75571781278533e-44,6.18904249281053e-43
HOXC12,7.42294415932051,2.45482877529684e-45,3.51193941665904e-44
FGA,7.42109689795196,2.30006239510117e-39,2.10687351718449e-38
MRC1,7.41986988794552,1.09389921043397e-60,5.35283079195969e-59
GLDC,7.41699273970963,2.98024408581924e-45,4.24298606855301e-44
CBARP,7.41646391163551,9.14154240023035e-49,1.71516316017437e-47
GRID2IP,7.41490767563515,1.1325794841594e-67,9.14990978555596e-66
MS4A18,7.41325255667561,1.23311610240554e-40,1.2452659228263e-39
CDO1,7.41150303351782,8.17151826163644e-42,8.94957191429943e-41
PPIAL4D,7.41125762602892,2.68678947237799e-44,3.56410495302376e-43
KCNIP2,7.40879300604287,1.20383226368859e-56,4.23934161782029e-55
VAT1L,7.40574830806386,5.72246337016224e-44,7.39112651339889e-43
NEFH,7.4046700356284,3.76710361883922e-53,9.83600781390454e-52
PPFIA4,7.40381034984312,5.10120394537258e-51,1.12395617624193e-49
CPA5,7.40232948894906,9.07924154181571e-42,9.91210678340993e-41
GLP2R,7.39931160161556,2.1948559989111e-43,2.71568939540947e-42
GPC6,7.39895786043527,3.99021215736052e-45,5.61108263848355e-44
CD70,7.39143486782773,9.37701262622065e-45,1.28270808175811e-43
KCNA4,7.38877691050056,2.43077615936025e-44,3.22657343163535e-43
FUT5,7.38697777971059,4.46585305007077e-76,7.79669819360237e-74
HNRNPCL2,7.38359872338987,5.2533579902591e-41,5.46312104782068e-40
GYS2,7.37511812409923,1.20698080746646e-47,2.07381247828329e-46
CPZ,7.36519362126801,4.79735172559524e-47,7.79418319392645e-46
CALN1,7.36451044171435,2.39857066359555e-45,3.44101352651336e-44
FTCD,7.36044730318217,1.78461236734335e-39,1.65428097773048e-38
H2AB2,7.35861481515094,2.26233620506732e-34,1.45010541881119e-33
ALOXE3,7.35786391918021,4.31939907198902e-53,1.12354427084916e-51
TIMD4,7.35627406336004,1.90427881278223e-43,2.36325589289921e-42
TH,7.35046811383169,6.09190413876454e-44,7.85844190123284e-43
FGB,7.3498100402137,1.53848717188561e-40,1.54155516673227e-39
LBP,7.34719708707475,3.77679660199748e-40,3.6735498960222e-39
HOXD12,7.34558438959911,3.35192537265453e-44,4.41797918119361e-43
CREB3L3,7.3416276499005,3.54319300087374e-38,3.00137002512335e-37
KIF4B,7.34002274061751,4.97050273293725e-51,1.09633112206895e-49
KIF12,7.33888325770916,1.64773788000492e-43,2.05354192776657e-42
CABP5,7.33878083599718,3.74822501215421e-43,4.55021705806653e-42
HTR3D,7.33636715679785,7.67247395204416e-40,7.28390027124709e-39
DPEP3,7.33094700991898,1.19675506125801e-39,1.12371700168534e-38
KCNC2,7.33076464148714,8.8881974287171e-48,1.53999794137091e-46
DUSP15,7.32967715485878,1.34232485064009e-51,3.1071049716895e-50
ACSBG2,7.32954924529213,1.36193004796448e-47,2.31877032381126e-46
LIMS2,7.32755719173495,5.07881350589184e-58,2.00438001982524e-56
HNRNPCL1,7.32704848308732,1.51166290962023e-39,1.40976765962365e-38
LGI3,7.32540459334444,2.70968799454848e-45,3.87117076114378e-44
DTNA,7.32390068511042,3.45068942935689e-54,9.85959125300712e-53
DES,7.32292442421287,4.78102094645158e-42,5.33841802264765e-41
MYLK2,7.32228177166395,4.33384031530753e-41,4.53435471486289e-40
LIM2,7.31992390200253,1.29140049852276e-40,1.30220957758529e-39
DYTN,7.31592997460503,1.92624372364889e-41,2.0550257354164e-40
F2,7.31525077251676,4.78499589591031e-45,6.69217246786478e-44
KCNK9,7.31357224988956,9.84595467876981e-44,1.24561473811405e-42
KIR2DL3,7.31277461692343,2.48037719892242e-37,1.96004030207137e-36
DAAM2,7.31049719213007,3.46596453644335e-58,1.38108965986982e-56
GRIN3A,7.30943099889833,6.14695359535983e-65,4.26375053932686e-63
GPIHBP1,7.30846009245407,4.74590802143027e-51,1.0484192416719e-49
TGM6,7.30755378768949,1.86965902512173e-39,1.7287632664512e-38
DDX12P,7.29849669334995,5.20776174527246e-75,8.38164841518422e-73
HSFX2,7.2940656595896,2.058382681748e-59,9.08024445967677e-58
CCDC154,7.29072376664708,1.58913409035391e-58,6.5214644213906e-57
APOC4-APOC2,7.28884886158214,1.20401458549693e-45,1.77170746255873e-44
HERC2P4,7.28769899140953,4.2273036123651e-56,1.4046238986828e-54
CPLX2,7.28626681382896,9.1389702268572e-42,9.97202995993036e-41
CA7,7.28383233555148,6.96366926573947e-40,6.63545562180846e-39
MUC6,7.27993602923144,2.68825691291077e-48,4.82831566372056e-47
AMBP,7.2775798885343,3.45487178688978e-47,5.67574271784022e-46
PPFIA3,7.27606565452047,9.41754558201027e-70,9.41800274441716e-68
TLX1,7.27408339133779,1.06195551921045e-35,7.49480837658596e-35
DCDC2C,7.27369894054975,1.81744662195226e-45,2.63484995487956e-44
GPR149,7.26813975530001,6.16954766678322e-43,7.32558221806347e-42
KIR3DL1,7.26730850216522,3.81215426493545e-40,3.70619112845377e-39
CCNYL3,7.26672892861021,4.14988521293698e-41,4.3440947800668e-40
ITGAD,7.26629485751966,3.1065102661278e-59,1.34730985247366e-57
KIF5A,7.26154428212393,9.51174960802975e-39,8.28898281197211e-38
CCDC63,7.25768209668666,1.52983375699325e-36,1.13817642570668e-35
CDH10,7.25734084886792,4.32959868358852e-44,5.67031547874171e-43
PDGFRA,7.25512688451117,4.07877696357587e-56,1.3596583208192e-54
MMP16,7.2546497623937,1.45523500351081e-42,1.68802344072783e-41
DRD3,7.25053700844634,9.56648791769417e-38,7.79894015007588e-37
MYLK4,7.24730918329282,5.20346920159793e-70,5.3067657931742e-68
COMP,7.2467544843763,2.87501984595088e-46,4.42332216926319e-45
GNAT1,7.24549238648357,1.91791223749606e-44,2.56897984425593e-43
MYL3,7.24547454737583,5.32544349100056e-38,4.43808500639574e-37
GRK1,7.24529580788044,1.88143209818233e-41,2.01138467330847e-40
THBS2,7.2424633381057,1.43618953622898e-58,5.90557697322419e-57
HOXA11,7.24107658030129,3.94984145022311e-43,4.78088623478533e-42
HTR3C,7.24048012968882,4.27023922134892e-38,3.58919617295018e-37
ITIH1,7.2399953881192,3.62539773402067e-46,5.53645802213194e-45
CAPN14,7.23947100792102,8.14499567055745e-62,4.31349757864149e-60
DSPP,7.23887246945302,1.63324489492687e-51,3.72607730679827e-50
DDX11L2,7.23798831651903,5.97458652552558e-56,1.96617343470212e-54
TICRR,7.23680770854163,1.80587658610441e-60,8.57208837565365e-59
CILP2,7.23056199673619,4.52298819196605e-49,8.65967283854021e-48
KBTBD13,7.23016899553322,3.73247716638457e-39,3.36216712307339e-38
IL36B,7.2292620476879,1.49954963694018e-40,1.5042243684593e-39
KDR,7.22865341065938,1.52258583107319e-51,3.48519896732652e-50
NF1P2,7.22554528067153,1.75256288862598e-35,1.21605079382229e-34
MARCO,7.22407681422567,3.55868076043782e-46,5.44264159953819e-45
CALCR,7.22355545900765,2.18575758568184e-38,1.87057154941262e-37
KCNC3,7.22323300765935,1.40411134412482e-64,9.48396649190672e-63
DDN,7.22107119802208,1.90472319342729e-41,2.03522834584003e-40
KCNN1,7.22055914305088,7.84262158340005e-50,1.58087913150318e-48
TMC1,7.21836772176404,1.74994330487132e-47,2.9477172545915e-46
GNAO1,7.21503743235602,6.54428837920211e-46,9.81214591702639e-45
LMX1B,7.21465330518372,1.0400656852135e-50,2.22959346317203e-49
CDHR5,7.21013214518488,1.78325233688143e-65,1.2935486405667e-63
FOXD4L4,7.20815776998997,3.66451007266728e-39,3.30383247295486e-38
CDCP2,7.19690557744478,3.25525201740512e-43,3.97518949677313e-42
HSPB7,7.19228097374421,1.33280283459544e-53,3.62708998619559e-52
APLN,7.19122345324452,6.90380063252265e-36,4.93323610234475e-35
C4A,7.18946746742242,4.02524387418951e-125,5.52826993681187e-122
TGM5,7.18131979185649,7.1320302769951e-48,1.24303685056156e-46
CDX2,7.17890695797788,3.01880823836794e-44,3.99424974429146e-43
CD248,7.17059643080823,1.62304662849949e-44,2.18395712565108e-43
HOXC6,7.17036555267323,2.65359303633289e-34,1.69246656784811e-33
MN1,7.16900092687043,5.27918533685562e-51,1.16068833644144e-49
LPL,7.16758437434686,1.27408344452534e-41,1.38144173898245e-40
KCNIP1,7.16485032830102,5.77917839007136e-42,6.40779623325404e-41
GUSBP4,7.15551219914162,4.11110181957613e-79,8.73121737990596e-77
THY1,7.15305738109833,3.0871116559996e-63,1.85415706196057e-61
CXCL11,7.1516440356553,3.2895907215736e-40,3.22095334862822e-39
IGF2BP1,7.14851239175662,3.28906921120902e-35,2.24438936138181e-34
COL9A1,7.14837735480335,8.16800822813846e-45,1.12479369991899e-43
FETUB,7.14482810190002,1.0123423537323e-36,7.65892942682301e-36
